"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"E2E-046","End-to-End (E2E) Testing","Authentication","JWT verification middleware — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-047","End-to-End (E2E) Testing","Authentication","JWT verification middleware — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-048","End-to-End (E2E) Testing","Authentication","JWT verification middleware — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-049","End-to-End (E2E) Testing","Authorization","Role-based access control — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-050","End-to-End (E2E) Testing","Authorization","Role-based access control — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-051","End-to-End (E2E) Testing","Authorization","Role-based access control — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-052","End-to-End (E2E) Testing","Authorization","Role-based access control — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-053","End-to-End (E2E) Testing","Authorization","Role-based access control — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-054","End-to-End (E2E) Testing","Authorization","Role-based access control — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-055","End-to-End (E2E) Testing","Authorization","Role-based access control — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-056","End-to-End (E2E) Testing","Authorization","Role-based access control — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-057","End-to-End (E2E) Testing","Profile","View own profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-058","End-to-End (E2E) Testing","Profile","View own profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-059","End-to-End (E2E) Testing","Profile","View own profile — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-060","End-to-End (E2E) Testing","Profile","View own profile — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-061","End-to-End (E2E) Testing","Profile","View own profile — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-062","End-to-End (E2E) Testing","Profile","View own profile — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-063","End-to-End (E2E) Testing","Profile","View own profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-064","End-to-End (E2E) Testing","Profile","View own profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-065","End-to-End (E2E) Testing","Profile","Update Learner profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-066","End-to-End (E2E) Testing","Profile","Update Learner profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-067","End-to-End (E2E) Testing","Profile","Update Learner profile — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-068","End-to-End (E2E) Testing","Profile","Update Learner profile — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-069","End-to-End (E2E) Testing","Profile","Update Learner profile — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-070","End-to-End (E2E) Testing","Profile","Update Learner profile — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-071","End-to-End (E2E) Testing","Profile","Update Learner profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-072","End-to-End (E2E) Testing","Profile","Update Learner profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-073","End-to-End (E2E) Testing","Profile","Update Mentor profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-074","End-to-End (E2E) Testing","Profile","Update Mentor profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-075","End-to-End (E2E) Testing","Profile","Update Mentor profile — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-076","End-to-End (E2E) Testing","Profile","Update Mentor profile — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-077","End-to-End (E2E) Testing","Profile","Update Mentor profile — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-078","End-to-End (E2E) Testing","Profile","Update Mentor profile — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-079","End-to-End (E2E) Testing","Profile","Update Mentor profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-080","End-to-End (E2E) Testing","Profile","Update Mentor profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-081","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-082","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-083","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-084","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=400","2026-07-11T19:49:48.906Z"
"E2E-085","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 400,400","2026-07-11T19:49:48.906Z"
"E2E-086","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=400, body present=true","2026-07-11T19:49:48.906Z"
"E2E-087","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-088","End-to-End (E2E) Testing","Authentication","Duplicate email prevention — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-089","End-to-End (E2E) Testing","Profile","Avatar auto-generation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-090","End-to-End (E2E) Testing","Profile","Avatar auto-generation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-091","End-to-End (E2E) Testing","Profile","Avatar auto-generation — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-092","End-to-End (E2E) Testing","Profile","Avatar auto-generation — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=201","2026-07-11T19:49:48.906Z"
"E2E-093","End-to-End (E2E) Testing","Profile","Avatar auto-generation — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 201,400","2026-07-11T19:49:48.906Z"
"E2E-094","End-to-End (E2E) Testing","Profile","Avatar auto-generation — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=201, body present=true","2026-07-11T19:49:48.906Z"
"E2E-095","End-to-End (E2E) Testing","Profile","Avatar auto-generation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-096","End-to-End (E2E) Testing","Profile","Avatar auto-generation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-097","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-098","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-099","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-100","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-101","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-102","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-103","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-104","End-to-End (E2E) Testing","Mentor Discovery","List all mentors — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-105","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-106","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-107","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-108","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-109","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-110","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-111","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-112","End-to-End (E2E) Testing","Mentor Discovery","AI Best-Fit score — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-113","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-114","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-115","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-116","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-117","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-118","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-119","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-120","End-to-End (E2E) Testing","Mentor Discovery","View mentor detail by id — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-121","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-122","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-123","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-124","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-125","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-126","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-127","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-128","End-to-End (E2E) Testing","Mentor Discovery","Mentor approval flag — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-129","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-130","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-131","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-132","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-133","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-134","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-135","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-136","End-to-End (E2E) Testing","Mentor Discovery","Mentor feedback on profile — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-137","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-138","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-139","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-140","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"E2E-141","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"E2E-142","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"E2E-143","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-144","End-to-End (E2E) Testing","Mentor Discovery","Mentors sorted by Best-Fit — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"E2E-145","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-146","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-147","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-148","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=201","2026-07-11T19:49:48.906Z"
"E2E-149","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 201,400","2026-07-11T19:49:48.906Z"
"E2E-150","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=201, body present=true","2026-07-11T19:49:48.906Z"
"E2E-151","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-152","End-to-End (E2E) Testing","Mentorship Requests","Send mentorship request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"E2E-153","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-154","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-155","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-156","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=400","2026-07-11T19:49:48.906Z"
"E2E-157","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 400,400","2026-07-11T19:49:48.906Z"
"E2E-158","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=400, body present=true","2026-07-11T19:49:48.906Z"
"E2E-159","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-160","End-to-End (E2E) Testing","Mentorship Requests","Duplicate pending request blocked — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-161","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-162","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-163","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — READ","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[READ] read status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-164","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=400","2026-07-11T19:49:48.906Z"
"E2E-165","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 400,400","2026-07-11T19:49:48.906Z"
"E2E-166","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=400, body present=true","2026-07-11T19:49:48.906Z"
"E2E-167","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-168","End-to-End (E2E) Testing","Mentorship Requests","Request to non-mentor rejected — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"E2E-169","End-to-End (E2E) Testing","Mentorship Requests","Mentor responds to request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
